Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
842,70,Other,60.0,10440,Reg,Lvl,Inside,Gtl,OldTown,1Fam,2Story,5,8,1904,2002,Gable,MetalSd,MetalSd,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,650,650,Gd,Y,958,581,0,1539,0,0,2,0,3,1,Gd,8,1,Other,Detchd,1983.0,Unf,2,686,Other,TA,Other,70,78,68,0,0,0,0,6,2008,WD,Normal,157500
843,80,RL,82.0,9020,Reg,Lvl,Inside,Gtl,NAmes,1Fam,Other,6,7,1966,1966,Gable,HdBoard,HdBoard,183.0,TA,TA,CBlock,TA,TA,Gd,Other,312,Other,539,276,1127,TA,Y,1165,0,0,1165,1,0,1,1,3,1,TA,6,0,Missing,Attchd,1966.0,RFn,2,490,Other,Other,Y,0,129,0,0,0,0,0,5,2008,WD,Normal,174900
844,90,RL,80.0,8000,Reg,Lvl,Other,Gtl,NAmes,Other,1Story,5,4,1961,1961,Gable,Other,Other,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1800,1800,Ex,Other,1800,0,0,1800,0,0,2,0,6,2,TA,10,0,Missing,Other,1980.0,Missing,0,0,Other,Other,Y,0,0,0,0,0,0,0,7,2007,WD,Normal,141000
845,50,Other,100.0,12665,IR1,Lvl,Inside,Gtl,OldTown,1Fam,1.5Fin,5,8,1915,1950,Gable,Other,Other,0.0,TA,TA,BrkTil,TA,TA,Other,Unf,0,Unf,0,876,876,Gd,Y,876,540,0,1416,0,0,1,1,4,1,TA,7,1,Gd,Detchd,1949.0,Unf,3,720,TA,TA,Y,418,0,194,0,0,0,0,6,2008,WD,Normal,153900
846,85,RL,69.0,16647,IR1,Lvl,Other,Gtl,Other,1Fam,Other,5,5,1975,1981,Gable,HdBoard,HdBoard,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1390,Unf,0,0,1390,TA,Y,1701,0,0,1701,1,0,2,0,3,1,TA,6,2,TA,Other,1975.0,Fin,2,611,TA,TA,Y,0,0,0,0,0,0,0,1,2007,WD,Normal,171000
847,60,RL,75.0,9317,Reg,Lvl,Inside,Gtl,Other,1Fam,2Story,7,5,1993,1993,Gable,HdBoard,HdBoard,137.0,Gd,TA,PConc,Gd,TA,No,ALQ,513,Unf,0,227,740,Ex,Y,1006,769,0,1775,1,0,2,1,3,1,Gd,7,1,TA,Attchd,1993.0,Unf,2,425,TA,TA,Y,234,72,192,0,0,0,0,7,2009,WD,Normal,213000
848,20,RL,36.0,15523,IR1,Lvl,Other,Gtl,CollgCr,1Fam,1Story,5,6,1972,1972,Gable,HdBoard,Other,0.0,TA,TA,CBlock,TA,TA,Av,Other,460,Unf,0,404,864,Ex,Y,864,0,0,864,1,0,1,0,3,1,TA,5,1,Other,Attchd,1972.0,Unf,1,338,TA,TA,Y,0,0,0,0,0,0,0,8,2009,WD,Normal,133500
849,50,RL,75.0,45600,IR2,Other,Inside,Gtl,Other,1Fam,1.5Fin,6,8,1908,1997,Gable,Other,Other,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,907,907,TA,Y,1307,1051,0,2358,0,0,3,0,5,1,TA,10,1,Gd,Detchd,1908.0,Unf,2,360,Other,TA,Y,486,40,0,0,175,0,0,9,2008,WD,Normal,240000
850,80,RL,80.0,9600,Reg,Lvl,Other,Gtl,Other,1Fam,Other,6,7,1976,1994,Other,Other,Other,360.0,Gd,Other,CBlock,TA,TA,No,Unf,0,Unf,0,528,528,Ex,Y,1094,761,0,1855,0,0,2,1,3,1,TA,7,1,TA,Attchd,1976.0,RFn,2,512,TA,TA,Y,113,100,0,0,0,0,0,8,2007,WD,Normal,187000
851,120,Other,36.0,4435,Reg,Lvl,Inside,Gtl,CollgCr,Other,1Story,6,5,2003,2003,Gable,VinylSd,VinylSd,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,659,Unf,0,189,848,Ex,Y,848,0,0,848,1,0,1,0,1,1,Gd,3,0,Missing,Attchd,2003.0,Fin,2,420,TA,TA,Y,140,0,0,0,0,0,0,11,2007,WD,Normal,131500
852,120,RL,69.0,3196,Reg,Lvl,Inside,Gtl,Other,Other,1Story,8,5,2003,2003,Gable,VinylSd,VinylSd,40.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,0,1273,1273,Ex,Y,1456,0,0,1456,0,0,2,0,2,1,Gd,7,1,TA,Attchd,2003.0,Fin,2,400,TA,TA,Y,143,20,0,0,0,0,0,5,2006,WD,Normal,215000
853,75,RL,53.0,7128,Reg,Lvl,Inside,Gtl,Other,1Fam,Other,7,5,1941,1950,Gable,MetalSd,MetalSd,0.0,TA,Other,CBlock,TA,TA,No,Other,364,Unf,0,554,918,Gd,Y,918,728,0,1646,0,0,2,0,4,1,TA,7,2,Gd,Detchd,1941.0,Unf,1,240,TA,TA,Y,0,0,0,0,126,0,0,8,2007,WD,Normal,164000
854,80,RL,69.0,12095,IR1,Lvl,Other,Gtl,NAmes,1Fam,Other,6,6,1964,1964,Gable,MetalSd,HdBoard,115.0,TA,Other,CBlock,TA,TA,Gd,Other,564,Unf,0,563,1127,TA,Y,1445,0,0,1445,0,0,1,1,3,1,TA,7,1,Other,Attchd,1964.0,RFn,2,645,TA,TA,Y,180,0,0,0,0,0,0,8,2009,WD,Normal,158000
855,20,RL,102.0,17920,Reg,Lvl,Inside,Gtl,Other,1Fam,1Story,5,4,1955,1974,Other,Other,Other,0.0,TA,TA,CBlock,TA,TA,Other,ALQ,306,Other,1085,372,1763,TA,Y,1779,0,0,1779,1,0,1,1,3,1,TA,6,1,Gd,Attchd,1955.0,Unf,2,454,TA,TA,Y,0,418,0,0,312,0,0,7,2006,WD,Other,170000
856,20,RL,69.0,6897,IR1,Lvl,Other,Gtl,Other,1Fam,1Story,5,8,1962,2010,Gable,HdBoard,HdBoard,0.0,TA,Other,CBlock,TA,TA,No,ALQ,659,Unf,0,381,1040,Ex,Y,1040,0,0,1040,1,0,1,1,3,1,TA,6,0,Missing,Detchd,1962.0,Unf,1,260,TA,TA,Y,0,104,0,0,0,0,0,4,2010,WD,Normal,127000
857,80,RL,69.0,10970,IR1,Other,Inside,Other,CollgCr,1Fam,Other,6,6,1978,1978,Gable,Other,HdBoard,0.0,TA,TA,CBlock,Gd,Other,Gd,GLQ,505,Other,435,0,940,TA,Y,1026,0,0,1026,1,0,1,0,3,1,TA,5,0,Missing,Detchd,1981.0,Unf,2,576,TA,Other,Y,0,0,34,0,0,0,0,10,2008,WD,Normal,147000
858,60,RL,65.0,8125,Reg,Lvl,Inside,Gtl,Other,1Fam,2Story,6,5,1994,1995,Gable,HdBoard,HdBoard,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,702,702,Gd,Y,702,779,0,1481,0,0,2,1,3,1,TA,6,1,TA,Attchd,1994.0,Fin,2,343,TA,TA,Y,0,36,0,0,0,0,0,3,2009,WD,Normal,174000
859,20,RL,80.0,10400,Reg,Lvl,Inside,Gtl,Other,1Fam,1Story,7,5,1976,1976,Gable,HdBoard,HdBoard,189.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1090,1090,TA,Y,1370,0,0,1370,0,0,2,0,3,1,TA,6,1,TA,Attchd,1976.0,RFn,2,479,TA,TA,Y,0,0,0,0,0,0,0,6,2009,WD,Other,152000
860,60,RL,69.0,11029,IR1,Lvl,Other,Gtl,Other,1Fam,2Story,6,7,1968,1984,Gable,HdBoard,HdBoard,220.0,TA,TA,CBlock,TA,TA,Other,Other,619,Unf,0,435,1054,TA,Y,1512,1142,0,2654,1,0,2,1,4,1,Gd,9,1,Gd,Attchd,1968.0,Unf,2,619,TA,TA,Y,0,65,0,0,222,0,0,8,2006,WD,Normal,250000
861,50,RL,55.0,7642,Reg,Lvl,Other,Gtl,Other,1Fam,1.5Fin,7,8,1918,1998,Gable,Other,Other,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,912,912,Gd,Y,912,514,0,1426,0,0,1,1,3,1,Gd,7,1,Gd,Detchd,1925.0,Unf,1,216,TA,TA,Y,0,240,0,0,0,0,0,6,2007,WD,Normal,189950
862,190,RL,75.0,11625,Reg,Lvl,Inside,Gtl,Other,Other,1Story,5,4,1965,1965,Other,Other,HdBoard,0.0,TA,TA,PConc,TA,TA,Other,Other,841,Unf,0,198,1039,Ex,Y,1039,0,0,1039,1,0,1,1,3,1,TA,6,0,Missing,Attchd,1965.0,Unf,2,504,TA,TA,Y,0,0,0,0,0,0,0,4,2010,WD,Normal,131500
863,20,RL,81.0,9672,Reg,Lvl,Other,Gtl,Other,1Fam,1Story,6,5,1984,1985,Other,HdBoard,Other,0.0,TA,TA,PConc,Gd,TA,No,GLQ,338,Unf,0,702,1040,TA,Y,1097,0,0,1097,0,0,2,0,3,1,TA,6,0,Missing,Attchd,1986.0,Unf,2,480,TA,TA,Y,0,0,0,0,0,0,0,5,2010,WD,Normal,152000
864,20,RL,70.0,7931,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,5,1959,1959,Other,Other,Other,0.0,TA,TA,CBlock,TA,TA,No,Other,1148,Unf,0,0,1148,TA,Y,1148,0,0,1148,1,0,1,0,3,1,TA,6,0,Missing,Attchd,1959.0,Unf,1,672,TA,TA,Y,0,0,0,0,0,0,0,7,2009,WD,Normal,132500
865,20,Other,72.0,8640,Reg,Lvl,Inside,Gtl,Other,1Fam,1Story,7,5,2007,2008,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1372,1372,Ex,Y,1372,0,0,1372,0,0,2,0,3,1,Gd,6,0,Missing,Attchd,2008.0,Fin,2,529,TA,TA,Y,0,140,0,0,0,0,0,5,2008,Other,Other,250580
866,20,RL,69.0,8750,IR1,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,6,1970,1970,Gable,MetalSd,MetalSd,76.0,TA,TA,CBlock,TA,TA,No,Other,828,Unf,0,174,1002,TA,Y,1002,0,0,1002,1,0,1,0,3,1,TA,5,0,Missing,Detchd,1973.0,Unf,2,902,TA,TA,Y,0,0,0,0,0,0,0,8,2009,WD,Normal,148500
867,20,RL,67.0,10656,IR1,Other,Inside,Gtl,Other,1Fam,1Story,8,5,2006,2007,Gable,VinylSd,VinylSd,274.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1638,1638,Ex,Y,1646,0,0,1646,0,0,2,0,3,1,Gd,6,1,Gd,Attchd,2007.0,RFn,3,870,TA,TA,Y,192,80,0,0,0,0,0,11,2007,Other,Other,248900
868,20,RL,85.0,6970,Reg,Lvl,Other,Gtl,Other,1Fam,1Story,4,5,1961,1961,Gable,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,ALQ,932,Unf,0,108,1040,TA,Y,1120,0,0,1120,1,0,1,1,3,1,Fa,5,0,Missing,Attchd,1961.0,RFn,2,544,TA,TA,Y,168,0,0,0,0,0,400,5,2007,WD,Normal,129000
869,60,RL,69.0,14762,IR2,Lvl,Other,Gtl,Other,1Fam,2Story,5,6,1948,1950,Gable,Other,Other,0.0,TA,TA,Other,Other,Other,Other,Other,0,Other,0,0,0,Gd,Y,1547,720,53,2320,0,0,2,0,2,1,TA,7,1,TA,Attchd,1979.0,Unf,2,672,TA,TA,Other,120,144,0,0,0,0,0,5,2006,WD,Normal,169000
870,60,RL,80.0,9938,Reg,Lvl,Inside,Gtl,Other,1Fam,2Story,7,5,1993,1994,Gable,MetalSd,MetalSd,246.0,Gd,TA,PConc,Gd,TA,No,GLQ,750,Unf,0,300,1050,Ex,Y,1062,887,0,1949,1,0,2,1,3,1,Gd,8,1,TA,Attchd,1993.0,Fin,2,574,TA,TA,Y,156,90,0,0,0,0,0,6,2010,WD,Normal,236000
871,20,RL,60.0,6600,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,5,1962,1962,Other,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,894,894,Gd,Other,894,0,0,894,0,0,1,0,2,1,TA,5,0,Missing,Detchd,1962.0,Unf,1,308,TA,TA,Y,0,0,0,0,0,0,0,8,2009,WD,Normal,109500
872,60,RL,70.0,8750,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,2Story,6,5,1998,1998,Gable,VinylSd,VinylSd,116.0,TA,TA,PConc,Gd,TA,No,GLQ,505,Unf,0,299,804,Ex,Y,804,878,0,1682,0,0,2,1,3,1,Gd,7,0,Missing,Attchd,1998.0,RFn,2,523,TA,TA,Y,0,77,0,0,0,0,0,6,2010,WD,Normal,200500
873,20,RL,74.0,8892,Reg,Lvl,Other,Gtl,NAmes,1Fam,1Story,5,7,1953,1996,Gable,Other,Other,0.0,Gd,TA,Other,TA,TA,Av,Unf,0,Unf,0,105,105,Gd,Y,910,0,0,910,0,0,1,0,3,1,Gd,5,0,Missing,Attchd,1953.0,Unf,2,414,TA,TA,Y,196,0,150,0,0,0,0,10,2008,WD,Normal,116000
874,40,RL,60.0,12144,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,7,1949,1950,Gable,HdBoard,HdBoard,0.0,Gd,TA,CBlock,TA,TA,No,Other,375,Unf,0,457,832,Gd,Y,1036,0,232,1268,0,0,1,0,3,1,TA,6,1,Gd,Attchd,1949.0,Unf,1,288,TA,TA,Y,0,28,0,0,0,0,0,9,2009,WD,Normal,133000
875,50,Other,52.0,5720,Reg,Lvl,Inside,Gtl,OldTown,1Fam,1.5Fin,5,6,1941,1950,Gable,Other,Other,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,676,676,Ex,Y,676,455,0,1131,0,0,1,1,3,1,TA,5,0,Missing,Detchd,1941.0,Unf,1,200,TA,TA,Y,26,0,0,0,0,0,0,8,2009,WD,Other,66500
876,60,Other,75.0,9000,Reg,Lvl,Inside,Gtl,Other,1Fam,2Story,8,5,2007,2007,Gable,Other,Other,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,64,Unf,0,1120,1184,Ex,Y,1184,1426,0,2610,0,0,2,1,4,1,Ex,11,1,Gd,BuiltIn,2007.0,Fin,2,550,TA,TA,Y,208,364,0,0,0,0,0,8,2007,Other,Other,303477
877,20,RL,94.0,25286,Reg,Other,Inside,Other,Other,1Fam,1Story,4,5,1963,1963,Gable,HdBoard,Other,0.0,TA,TA,PConc,TA,TA,Gd,ALQ,633,Unf,0,431,1064,Gd,Y,1040,0,0,1040,1,0,1,0,3,1,TA,5,0,Missing,Attchd,1963.0,Unf,2,648,TA,TA,Y,0,0,0,0,0,0,0,1,2007,WD,Normal,132250
878,60,RL,74.0,8834,Reg,Lvl,Inside,Gtl,Other,1Fam,2Story,9,5,2004,2005,Other,VinylSd,VinylSd,216.0,Gd,TA,PConc,Ex,TA,No,GLQ,1170,Unf,0,292,1462,Ex,Y,1462,762,0,2224,1,0,2,1,4,1,Ex,10,1,Gd,Attchd,2004.0,Fin,3,738,TA,TA,Y,184,0,0,0,0,0,0,6,2009,WD,Normal,350000
879,85,RL,88.0,11782,IR1,Lvl,Inside,Gtl,Other,1Fam,Other,5,7,1961,1995,Gable,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,899,Unf,0,210,1109,TA,Y,1155,0,0,1155,1,0,1,0,3,1,Gd,6,0,Missing,Detchd,1987.0,Unf,2,576,TA,TA,Y,192,0,0,0,0,0,400,6,2010,WD,Normal,148000
880,20,RL,69.0,7000,IR1,Lvl,Other,Gtl,CollgCr,1Fam,1Story,5,8,1978,2005,Gable,VinylSd,VinylSd,90.0,Gd,Other,CBlock,TA,TA,No,ALQ,646,Unf,0,218,864,Ex,Y,864,0,0,864,1,0,1,0,3,1,TA,6,0,Missing,Attchd,1978.0,Unf,1,336,TA,TA,Y,0,0,0,0,0,0,0,7,2009,WD,Normal,136500
881,20,RL,60.0,7024,Reg,Lvl,Inside,Gtl,Other,1Fam,1Story,5,5,2005,2006,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Ex,Other,No,ALQ,980,Unf,0,110,1090,Gd,Y,1090,0,0,1090,1,0,1,1,2,1,TA,5,0,Missing,Attchd,2005.0,Fin,2,450,TA,TA,Y,0,49,0,0,0,0,0,6,2007,WD,Normal,157000
882,50,RL,44.0,13758,IR1,Lvl,Other,Gtl,Other,1Fam,1.5Fin,7,5,1990,1991,Gable,HdBoard,HdBoard,117.0,Gd,Other,CBlock,Gd,TA,Other,Other,902,Unf,0,254,1156,Ex,Y,1187,530,0,1717,0,0,2,1,3,1,Gd,7,1,TA,Attchd,1990.0,RFn,2,400,TA,TA,Y,168,36,0,0,0,0,0,4,2007,WD,Normal,187500
883,60,RL,69.0,9636,IR1,Lvl,Other,Gtl,Other,1Fam,2Story,6,5,1992,1993,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,808,808,Gd,Y,808,785,0,1593,0,0,2,1,3,1,TA,7,1,TA,BuiltIn,1993.0,RFn,2,389,TA,TA,Y,342,40,0,0,0,0,0,12,2009,WD,Normal,178000
884,75,RL,60.0,6204,Reg,Other,Inside,Gtl,Other,1Fam,Other,4,5,1912,1950,Gable,Other,Other,0.0,Gd,TA,PConc,TA,Other,No,Unf,0,Unf,0,795,795,TA,Other,954,795,481,2230,1,0,1,0,5,1,TA,10,0,Missing,Detchd,1997.0,Unf,1,440,TA,Other,Y,0,188,0,0,0,0,0,3,2006,WD,Normal,118500
885,20,RL,65.0,7150,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,5,1967,1967,Gable,HdBoard,HdBoard,60.0,TA,TA,CBlock,TA,TA,No,Other,432,Unf,0,460,892,TA,Y,892,0,0,892,0,0,1,0,3,1,TA,5,0,Missing,Attchd,1967.0,RFn,1,288,TA,TA,Y,0,0,0,0,0,0,0,7,2009,WD,Normal,100000
886,120,Other,50.0,5119,IR1,Lvl,Other,Gtl,Other,Other,1Story,9,5,1999,2000,Gable,MetalSd,MetalSd,60.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1238,Unf,0,460,1698,Ex,Y,1709,0,0,1709,1,0,2,0,2,1,Gd,5,1,TA,Attchd,1999.0,Fin,2,506,TA,TA,Y,97,65,0,0,0,0,0,1,2008,Other,Other,328900
887,90,RL,70.0,8393,Reg,Lvl,Other,Gtl,NAmes,Other,1Story,5,5,1959,2005,Gable,MetalSd,MetalSd,122.0,TA,TA,CBlock,TA,TA,No,Other,528,Unf,0,1098,1626,Ex,Y,1712,0,0,1712,0,0,2,0,4,2,TA,8,0,Missing,Attchd,2005.0,Fin,2,588,TA,TA,Y,272,54,0,0,0,0,0,6,2006,WD,Other,145000
888,50,RL,59.0,16466,IR1,Lvl,Inside,Gtl,Other,1Fam,1.5Fin,5,7,1955,1955,Gable,MetalSd,MetalSd,0.0,TA,Other,PConc,TA,TA,No,Unf,0,Unf,0,816,816,TA,Y,872,521,0,1393,0,0,1,1,3,1,TA,8,0,Missing,Attchd,1955.0,Unf,1,300,TA,TA,Y,121,0,0,0,265,0,0,4,2008,WD,Normal,135500
889,20,RL,95.0,15865,IR1,Lvl,Inside,Other,NAmes,1Fam,1Story,8,6,1970,1970,Other,Other,Other,0.0,Gd,Other,PConc,TA,Other,Gd,ALQ,351,Other,823,1043,2217,Ex,Y,2217,0,0,2217,1,0,2,0,4,1,Gd,8,1,TA,Attchd,1970.0,Unf,2,621,TA,TA,Y,81,207,0,0,224,0,0,10,2007,WD,Normal,268000
890,20,RL,128.0,12160,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,6,4,1953,1953,Other,Other,Other,90.0,TA,TA,CBlock,TA,TA,No,Other,1024,Unf,0,481,1505,Ex,Y,1505,0,0,1505,1,0,1,0,2,1,TA,6,1,TA,Attchd,1953.0,RFn,2,505,TA,TA,Y,0,0,0,162,0,0,0,2,2009,WD,Normal,149500
891,50,RL,60.0,8064,Reg,Lvl,Other,Gtl,NAmes,1Fam,1.5Fin,5,7,1949,2006,Gable,MetalSd,MetalSd,0.0,TA,Other,CBlock,TA,TA,Other,Unf,0,Unf,0,672,672,Ex,Y,672,252,0,924,0,0,1,0,3,1,TA,6,1,Other,Detchd,2003.0,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,2000,7,2007,WD,Normal,122900
892,60,RL,70.0,11184,Reg,Lvl,Inside,Gtl,Other,1Fam,2Story,6,5,1978,1978,Other,HdBoard,HdBoard,92.0,TA,TA,CBlock,TA,TA,No,Other,226,Other,500,192,918,Gd,Y,918,765,0,1683,0,0,2,1,3,1,TA,7,1,TA,Attchd,1978.0,RFn,2,440,TA,TA,Y,243,0,0,0,0,0,0,7,2009,WD,Normal,172500
893,20,RL,70.0,8414,Reg,Lvl,Inside,Gtl,Other,1Fam,1Story,6,8,1963,2003,Other,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,GLQ,663,Unf,0,396,1059,TA,Y,1068,0,0,1068,0,1,1,0,3,1,TA,6,0,Missing,Attchd,1963.0,RFn,1,264,TA,TA,Y,192,0,0,0,0,0,0,2,2006,WD,Normal,154500
894,20,RL,69.0,13284,Reg,Lvl,Inside,Gtl,Other,1Fam,1Story,5,5,1954,1954,Gable,Other,Other,0.0,TA,TA,PConc,Gd,TA,Other,Other,1064,Unf,0,319,1383,TA,Y,1383,0,0,1383,1,0,1,0,3,1,TA,6,1,Gd,Attchd,1954.0,Unf,1,354,TA,TA,Y,511,116,0,0,0,0,0,6,2008,WD,Normal,165000
895,90,RL,64.0,7018,Reg,Other,Inside,Gtl,Other,Other,1Story,5,5,1979,1979,Gable,Other,Other,0.0,TA,TA,Other,Other,Other,Other,Other,0,Other,0,0,0,TA,Y,1535,0,0,1535,0,0,2,0,4,2,TA,8,0,Missing,Attchd,1979.0,Unf,2,400,TA,TA,Y,0,0,0,0,0,0,0,6,2009,WD,Other,118858
896,60,RL,71.0,7056,Reg,Lvl,Inside,Gtl,NAmes,1Fam,2Story,6,5,1963,1963,Other,HdBoard,HdBoard,415.0,TA,TA,CBlock,TA,TA,No,Other,400,Unf,0,380,780,TA,Y,983,813,0,1796,1,0,1,1,4,1,TA,8,1,TA,Attchd,1963.0,RFn,2,483,TA,TA,Y,0,50,0,0,0,0,0,10,2008,WD,Normal,140000
897,30,Other,50.0,8765,Reg,Lvl,Inside,Gtl,Other,1Fam,1Story,4,6,1936,1950,Gable,Other,Other,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,285,Unf,0,666,951,Ex,Other,951,0,0,951,0,0,1,0,2,1,TA,6,0,Missing,Detchd,1936.0,Unf,1,327,TA,TA,Y,0,28,0,0,0,0,0,4,2006,WD,Other,106500
898,90,RL,64.0,7018,Reg,Lvl,Inside,Gtl,Other,Other,2Story,5,5,1979,1979,Gable,Other,Other,0.0,TA,TA,Other,Other,Other,Other,Other,0,Other,0,0,0,TA,Y,1120,1120,0,2240,0,0,2,0,6,2,TA,12,0,Missing,Detchd,1979.0,Unf,2,528,TA,TA,Y,154,0,0,0,0,0,0,6,2009,WD,Other,142953
899,20,RL,100.0,12919,IR1,Lvl,Inside,Gtl,Other,1Fam,1Story,9,5,2009,2010,Other,VinylSd,VinylSd,760.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,2188,Unf,0,142,2330,Ex,Y,2364,0,0,2364,1,0,2,1,2,1,Ex,11,2,Gd,Attchd,2009.0,Fin,3,820,TA,TA,Y,0,67,0,0,0,0,0,3,2010,Other,Other,611657
900,20,RL,65.0,6993,Reg,Lvl,Inside,Gtl,Other,1Fam,1Story,5,7,1961,1994,Gable,HdBoard,Other,0.0,TA,TA,CBlock,TA,TA,No,Other,465,Unf,0,447,912,TA,Y,1236,0,0,1236,0,0,1,0,3,1,TA,6,1,TA,Attchd,1961.0,Unf,1,288,TA,TA,Y,0,0,0,0,0,0,0,6,2006,WD,Normal,135000
901,20,RL,69.0,7340,IR1,Lvl,Inside,Gtl,NAmes,1Fam,1Story,4,6,1971,1971,Gable,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,ALQ,322,Unf,0,536,858,TA,Y,858,0,0,858,0,0,1,0,2,1,TA,4,0,Missing,Detchd,1979.0,Unf,1,684,TA,TA,Y,0,0,0,0,0,0,0,6,2007,WD,Normal,110000
902,20,RL,64.0,8712,IR1,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,7,1957,2000,Other,MetalSd,MetalSd,0.0,TA,Other,CBlock,TA,TA,Other,Other,860,Unf,0,132,992,TA,Y,1306,0,0,1306,1,0,1,0,2,1,TA,5,0,Missing,Detchd,1968.0,Unf,1,756,TA,TA,Y,0,0,0,0,0,0,0,5,2009,WD,Normal,153000
903,60,RL,63.0,7875,Reg,Lvl,Inside,Gtl,Other,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,783,783,Ex,Y,807,702,0,1509,0,0,2,1,3,1,Gd,8,1,Gd,Attchd,2003.0,Fin,2,393,TA,TA,Y,0,75,0,0,0,0,0,7,2006,WD,Normal,180000
904,20,RL,50.0,14859,IR1,Other,Other,Gtl,Other,1Fam,1Story,7,5,2006,2006,Other,VinylSd,VinylSd,27.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1670,1670,Ex,Y,1670,0,0,1670,0,0,2,0,3,1,Gd,7,1,Gd,Attchd,2006.0,RFn,3,690,TA,TA,Y,144,60,0,0,0,0,0,8,2006,Other,Other,240000
905,20,RL,69.0,6173,IR1,Lvl,Inside,Gtl,Other,1Fam,1Story,5,6,1967,1967,Gable,HdBoard,Other,75.0,TA,TA,CBlock,TA,TA,No,GLQ,599,Unf,0,277,876,TA,Y,902,0,0,902,0,0,1,0,3,1,TA,6,0,Missing,Attchd,1967.0,Unf,1,288,TA,TA,Y,0,0,0,0,0,0,0,8,2007,WD,Normal,125500
906,20,RL,80.0,9920,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,5,1954,1954,Gable,HdBoard,HdBoard,110.0,TA,TA,CBlock,TA,TA,No,Other,354,Other,290,412,1056,TA,Y,1063,0,0,1063,1,0,1,0,3,1,TA,6,0,Missing,Attchd,1954.0,RFn,1,280,TA,TA,Y,0,0,164,0,0,0,0,2,2010,WD,Normal,128000
907,20,RL,116.0,13501,IR1,Lvl,Other,Gtl,Other,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,208.0,Gd,TA,PConc,Gd,TA,No,GLQ,63,Unf,0,1560,1623,Ex,Y,1636,0,0,1636,1,0,2,0,3,1,Gd,8,1,Gd,Attchd,2006.0,RFn,3,865,TA,TA,Y,0,60,0,0,0,0,0,6,2007,WD,Normal,255000
